"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"ENSG00000254709.2",109.789443657553,-5.42306419111804,0.979325809238791,-5.53754852568756,3.06734723571116e-08,7.91203586033906e-06,"IGLL5","100423062"
"ENSG00000272211.1",46.5634241354395,-2.66791927893044,0.482819805565405,-5.52570389237901,3.28167212326611e-08,8.38649542612451e-06,NA,NA
"ENSG00000211685.2",778.154770370085,-7.04202944068908,1.27787831637144,-5.51071987877927,3.57369073832257e-08,9.04897838327549e-06,NA,NA
"ENSG00000211939.2",193.134959706813,-5.40217704835859,0.98404371762496,-5.48977342327536,4.02449666804577e-08,1.00978280034603e-05,NA,NA
"ENSG00000211637.2",326.365783874944,-5.57615549116259,1.01653392994858,-5.4854592915011,4.12396520861683e-08,1.02541837619662e-05,NA,NA
"ENSG00000211671.2",1109.49682072717,-5.18333952008533,0.952538176929264,-5.44160816398464,5.28017170121635e-08,1.30118516922832e-05,NA,NA
"ENSG00000224041.2",159.449608996695,-5.34256847202877,0.987699916641649,-5.40910086354409,6.33419504742415e-08,1.54711312662749e-05,NA,NA
"ENSG00000163519.9",127.49936286278,-2.9961906204789,0.554562471780921,-5.40280089789873,6.56082709897441e-08,1.58250474030252e-05,"TRAT1","50852"
"ENSG00000211892.2",11827.8190075897,-5.12984140179831,0.949636015325438,-5.40190274906573,6.5937697512605e-08,1.58250474030252e-05,NA,NA
"ENSG00000271288.1",87.4097497539446,-6.15019130706038,1.14380952957739,-5.3769365860527,7.57638427349049e-08,1.8026569478305e-05,NA,NA
"ENSG00000211664.2",113.634671581665,-5.41788136824686,1.01311382050752,-5.34775190958579,8.90534170830244e-08,2.10074727477904e-05,NA,NA
"ENSG00000211958.2",10.1637856277712,-5.52365915782924,1.03353019746751,-5.34445841192065,9.06877939262702e-08,2.12117212912293e-05,NA,NA
"ENSG00000231486.3",281.138848824148,-4.96490035256818,0.929363520491386,-5.34225869974224,9.17955217988499e-08,2.12903899298173e-05,NA,NA
"ENSG00000211976.2",139.962794084361,-5.00595626472394,0.939015743498621,-5.33106744948977,9.76371436011795e-08,2.23233013020999e-05,NA,NA
"ENSG00000211899.3",7642.59470760916,-4.07219404565382,0.764123849960359,-5.32923301093805,9.86283928921573e-08,2.23233013020999e-05,NA,NA
"ENSG00000102780.12",2411.21048002098,-0.913645398543674,0.171443105332252,-5.32914634725644,9.86754622773981e-08,2.23233013020999e-05,"DGKH","160851"
"ENSG00000237513.1",72.5268831770389,-3.36940128338057,0.633362430453143,-5.31986288004155,1.03845488836082e-07,2.33019145680965e-05,NA,NA
"ENSG00000211655.2",137.249536729357,-6.21021160609761,1.17321715052777,-5.29331812384772,1.20116698861212e-07,2.6735652327173e-05,NA,NA
"ENSG00000211611.2",153.801548737342,-5.43888691754878,1.03733407455224,-5.24313916892827,1.57867373049849e-07,3.48571159694067e-05,NA,NA
"ENSG00000211679.2",3692.56510532411,-4.62256537686846,0.883126089312232,-5.234320934249,1.65592515849047e-07,3.62726463288389e-05,NA,NA
"ENSG00000270472.1",10.1518612957996,-5.54752680634239,1.06186044677,-5.2243464037266,1.74771329864429e-07,3.79818008209311e-05,NA,NA
"ENSG00000230006.3",939.405526420447,-3.1900361658396,0.610966980095637,-5.2212906257884,1.77680439347347e-07,3.83123447342716e-05,"ANKRD36BP2","645784"
"ENSG00000211632.2",39.077849322791,-6.22949066738034,1.19568514230792,-5.20997580964847,1.88865254574752e-07,4.04083800485517e-05,NA,NA
"ENSG00000211933.2",166.94200956508,-4.47996329976459,0.861081203979622,-5.20271872044093,1.96394007260224e-07,4.16959584644784e-05,NA,NA
"ENSG00000147138.1",199.870252695204,-2.87558934461768,0.553855377208016,-5.19194985361255,2.08103060430413e-07,4.38446142586213e-05,"GPR174","84636"
"ENSG00000211678.2",162.26512825112,-5.0955286787318,0.984337376863541,-5.17660793798974,2.25956350352079e-07,4.72454187099801e-05,NA,NA
"ENSG00000235602.4",40.8511538877886,-1.43727663881419,0.277789051655704,-5.17398590854319,2.29152114039818e-07,4.75533710338269e-05,"POU5F1P3","642559"
"ENSG00000211893.3",16392.7766260808,-4.51883366846171,0.874437097809331,-5.16770580729299,2.36984946270429e-07,4.88118247542078e-05,NA,NA
"ENSG00000211645.2",19.0370631006132,-4.93269572714446,0.9548303648278,-5.16604405226896,2.39100461053707e-07,4.88827609265356e-05,NA,NA
"ENSG00000211598.2",2763.68736514348,-4.41197351362832,0.860403678587551,-5.12779480542327,2.93155704682575e-07,5.94933635973462e-05,NA,NA
"ENSG00000211670.2",216.549535881204,-5.22080561534865,1.02372435326197,-5.09981578411532,3.39984209779364e-07,6.84931692694193e-05,NA,NA
"ENSG00000253709.1",11.7276785391101,-5.88368292472918,1.15948037927982,-5.07441353029507,3.88692932716937e-07,7.77385865433875e-05,NA,NA
"ENSG00000124256.10",434.261065852918,-2.75712903076269,0.543895479542994,-5.06922586133526,3.99437001597996e-07,7.89869195125298e-05,"ZBP1","81030"
"ENSG00000211677.2",1016.81946737925,-4.39299579897276,0.866700280029604,-5.06864472089787,4.00658287382398e-07,7.89869195125298e-05,NA,NA
"ENSG00000122188.8",243.322411528028,-2.77482077384429,0.548946149138523,-5.05481417111477,4.30810033494497e-07,8.43287725138164e-05,"LAX1","54900"
"ENSG00000211669.2",370.731528040983,-5.12961675548949,1.01591779286754,-5.0492439363726,4.43562048845439e-07,8.62134686488317e-05,NA,NA
"ENSG00000231475.2",689.747811356625,-5.97823956200767,1.18433890145499,-5.0477439816114,4.4705766907649e-07,8.62852564091687e-05,NA,NA
"ENSG00000174255.5",109.663299164433,-3.52002542651642,0.697923321714558,-5.04357042815093,4.56924477736898e-07,8.75771915662388e-05,"ZNF80","7634"
"ENSG00000167476.6",123.465795228565,-3.42083676025105,0.678559568331897,-5.04132123383138,4.62328623790565e-07,8.80018621835833e-05,"JSRP1","126306"
"ENSG00000254046.1",12.0426024841755,-5.38336670683149,1.06923911875851,-5.03476407885462,4.78437699116283e-07,9.04443869562288e-05,NA,NA
"ENSG00000265194.1",90.6983172599387,-1.30585135844243,0.260117684147671,-5.02023291004347,5.16088647164948e-07,9.68982766105616e-05,NA,NA
"ENSG00000228325.3",14.459837634955,-5.5741303826722,1.1142298641036,-5.00267544628828,5.6540085005124e-07,0.000105439617982528,NA,NA
"ENSG00000253763.1",9.08352662367109,-5.51990815304715,1.10539830961432,-4.99359199759686,5.92665342961025e-07,0.000109604055740022,NA,NA
"ENSG00000249096.2",153.548778130026,-2.90258253220461,0.581375272286928,-4.99261435868584,5.9567421597838e-07,0.000109604055740022,NA,NA
"ENSG00000211942.2",89.1138428205945,-4.84817611937253,0.973295147717106,-4.98119828373138,6.31917494188039e-07,0.000115502800262185,NA,NA
"ENSG00000136110.8",45.2188315026045,2.5381300436669,0.510627261556732,4.97061209761694,6.67418600806578e-07,0.000121189166988563,"CNMD","11061"
"ENSG00000183918.10",266.924784537037,-2.71511993405348,0.547264021168313,-4.96126152831529,7.0036817750307e-07,0.000126293468546166,"SH2D1A","4068"
"ENSG00000139832.3",1418.39224947454,0.813073277746212,0.16392377911519,4.96006913783303,7.0468094768513e-07,0.000126293468546166,"RAB20","55647"
"ENSG00000211923.1",11.0809996438212,-5.25084600664817,1.06082770530128,-4.94976326542762,7.43038061741908e-07,0.000131707815307288,NA,NA
"ENSG00000154451.10",897.807237609679,-2.3345609941969,0.471685890432584,-4.94939755788725,7.44435477823801e-07,0.000131707815307288,"GBP5","115362"
"ENSG00000236525.1",7.4010535915776,-2.71599512029296,0.552538202989051,-4.91548838722881,8.8561400421243e-07,0.000155687557428427,NA,NA
"ENSG00000156738.13",5485.43418609303,-4.10679695137449,0.836076076415696,-4.91198955121471,9.01568585688976e-07,0.000157489195981112,"MS4A1","931"
"ENSG00000211943.2",447.239866620668,-4.26408368191349,0.869418001926152,-4.90452655968318,9.36529495168714e-07,0.000162567384067022,NA,NA
"ENSG00000170854.13",2896.86192102521,0.913201475600333,0.18672317766832,4.89067017283988,1.00493234443128e-06,0.000173350829414396,"RIOX2","84864"
"ENSG00000227191.2",184.699289583108,-2.32631537467708,0.47695376844539,-4.87744416457723,1.07469255327045e-06,0.000184233009132077,NA,NA
"ENSG00000225783.2",2223.97061343263,-2.24308887457986,0.460131116144234,-4.87489064720572,1.08868745188381e-06,0.00018548008439502,"MIAT","440823"
"ENSG00000101342.5",312.172379885152,-1.25387813811515,0.257298749391034,-4.87323837011562,1.0978362614404e-06,0.00018589129334819,"TLDC2","140711"
"ENSG00000102096.9",2442.19050707054,-2.40381666180578,0.493677112322498,-4.86920823713511,1.12046285053006e-06,0.000188565699235546,"PIM2","11040"
"ENSG00000211672.2",11.251243247122,-5.29505968382303,1.09502197464079,-4.83557390303514,1.32762037285777e-06,0.000222074680550754,NA,NA
"ENSG00000211930.1",9.47477194127747,-4.97300898950264,1.02979228107077,-4.82913795424037,1.37125387024358e-06,0.000227991607341704,NA,NA
"ENSG00000253209.1",9.4853399260006,-5.60665268538982,1.16140067560968,-4.82749218519835,1.3826311264721e-06,0.000228506701141496,NA,NA
"ENSG00000271130.1",7.31078180808724,-5.40827327494948,1.12567152900061,-4.80448615392363,1.55149436676253e-06,0.000254888360253844,NA,NA
"ENSG00000211667.2",41.4908341326238,-6.70811324180929,1.40091324679764,-4.7883859026556,1.68128108340597e-06,0.000274576082260383,NA,NA
"ENSG00000181847.7",501.940608299435,-2.82085908348299,0.589654494069566,-4.78391856901576,1.71910352196916e-06,0.000279101512978523,"TIGIT","201633"
"ENSG00000253545.1",6.40171287209322,-5.11746314444335,1.0700915721309,-4.78226656271369,1.73329618206376e-06,0.000279760085526081,NA,NA
"ENSG00000187862.7",79.9711389068843,-3.47297389366269,0.728537637535142,-4.76704800785967,1.86944776479112e-06,0.000299981152954855,"TTC24","164118"
"ENSG00000211950.2",410.337881703076,-5.37286284182404,1.1296982713173,-4.75601581257529,1.9745101042007e-06,0.000315008548415834,NA,NA
"ENSG00000105369.5",1984.56425553481,-4.30578845969976,0.909412046793732,-4.73469476776832,2.19385008160067e-06,0.000347990012943555,"CD79A","973"
"ENSG00000211694.2",32.6711322419049,-2.58620467733474,0.547065930142899,-4.72740950374884,2.27402358004906e-06,0.00035864600462488,NA,NA
"ENSG00000108405.3",283.399917907025,-2.28781823122228,0.484605816389877,-4.72098797382506,2.34701817279295e-06,0.000368055122551622,"P2RX1","5023"
"ENSG00000165272.10",366.281233277455,-1.71543026838931,0.36360974335817,-4.71777860666276,2.38433755368622e-06,0.000371345424484543,"AQP3","360"
"ENSG00000229152.1",234.296377835875,-0.688321660006927,0.145930379351649,-4.71678113265417,2.39605203991236e-06,0.000371345424484543,NA,NA
"ENSG00000242766.1",33.7294175519346,-6.27283213981691,1.330191015479,-4.71573786533061,2.40836344140338e-06,0.000371345424484543,NA,NA
"ENSG00000197846.3",96.2885824424172,-4.86583143931951,1.03415806392787,-4.70511385932478,2.53724310182744e-06,0.000386030724979293,NA,NA
"ENSG00000253441.1",12.7452258531452,-6.63972475275703,1.41129130485455,-4.704715978847,2.54219615169128e-06,0.000386030724979293,NA,NA
"ENSG00000076248.6",1708.97297988953,0.818823324303641,0.174053089579452,4.70444578882274,2.54556492558809e-06,0.000386030724979293,"UNG","7374"
"ENSG00000078589.8",193.261013842667,-2.7375207100417,0.582521346707539,-4.69943415037818,2.608833228069e-06,0.00039346337210221,"P2RY10","27334"
"ENSG00000121895.7",218.048063020745,-2.76492861250547,0.588702312876389,-4.69664982119074,2.64463272137578e-06,0.000396694908206367,"TMEM156","80008"
"ENSG00000136197.8",618.892194833739,0.556669924013734,0.11860518074741,4.69347055926045,2.6860866246515e-06,0.000400735085623684,"C7orf25","79020"
"ENSG00000130772.9",395.800663803934,0.990318160880927,0.21152212265996,4.68186565276177,2.84275773090429e-06,0.000421828566521281,"MED18","54797"
"ENSG00000242534.2",50.4695252610597,-6.08071249635966,1.30198200092754,-4.67035065924699,3.00686014496975e-06,0.000442113215849367,NA,NA
